	segment	count
36749	拜你为师	2
36750	拜冰	2
36751	拜别	2
36752	留不住	2
36753	社会关系	2
36754	驻足观看	2
36755	驻美	2
36756	拜志明	2
36757	畏缩	2
36758	驻留	2
36759	鱼缸	2
36760	知多少	2
36761	鲁什	2
36888	执委	2
36889	执子之手	2
36890	龙头企业	2
37027	百分之五十	2
37017	白译	2
37018	抢冠赛	2
37019	抢亲	2
37020	眼慢	2
37021	抢个	2
37022	百发	2
37023	麦之王	2
37024	折袖	2
37025	百分之十几	2
37026	眼珠	2
37028	百分之三十	2
36891	盲僧	2
37029	百分之一百	2
37030	鹿族	2
37031	鹿哈鹿	2
37032	百倍	2
37033	眼皮儿	2
37034	百依百顺	2
37035	抛头颅	2
37036	眼福	2
37037	百代	2
37038	鹿三和	2
37016	鸡贼	2
37015	鸣不平	2
37014	着重于	2
37013	鸣凤	2
36992	百万册	2
36993	眼镜蛇	2
36994	鹅黄色	2
36995	眼露	2
36996	抢匪	2
36997	着力点	2
36998	着墨	2
36999	鸭血	2
37000	白首	2
37001	抢婚	2
37002	鸭绒	2
37003	抢快	2
37004	白露	2
37005	着意	2
37006	鸩酒	2
37007	白雾	2
37008	着手于	2
37009	着火	2
37010	鸥哥	2
37011	抢生意	2
37012	着落	2
37039	鹤顶红	2
37040	百人	2
37041	抛来	2
37066	鲍伯	2
37068	鲁荣	2
37069	知不知道	2
37070	知之甚少	2
37071	知产	2
37072	白牡丹	2
37073	鲁晓威	2
37074	鲁如花	2
37075	白熊	2
37076	鲨滩	2
37077	鲫鱼	2
37078	护短	2
37079	护厂	2
37080	睁眼	2
37081	抢过来	2
37082	白血病	2
37083	抢鲜	2
37084	护主	2
37085	护住	2
37086	睡袍	2
37087	白菜	2
37088	白莲花	2
37067	矢村	2
37065	矛盾重重	2
37042	百丽宫	2
37064	报名点	2
37043	眼花	2
37044	抠到	2
37045	百万美元	2
37046	眼袋	2
37047	睁开眼	2
37048	睁开眼睛	2
37049	鸡肋	2
37050	白衣天使	2
37051	白秀智	2
37052	护花	2
37053	白真	2
37054	鲜蔬	2
37055	鲜花礼品	2
37056	瞭望	2
37057	鲜明个性	2
37058	鲜嫩	2
37059	鲍眼	2
37060	瞿弦和	2
37061	白百何饰	2
37062	报到	2
37063	鲍尔	2
36991	鲁伯特	2
36990	把头	2
36989	黄线	2
36915	托付	2
36917	托妮	2
36918	直流	2
36919	直称	2
36920	直营	2
36921	龙虎山	2
36922	直角	2
36923	托起	2
36924	直升飞机	2
36925	直说	2
36926	扛下	2
36927	扛不住	2
36928	直通车	2
36929	龙生九子	2
36930	直供	2
36931	盲眼	2
36932	龌龊	2
36933	目视	2
36934	执法人员	2
36935	目空一切	2
36936	相当程度	2
36937	齐人之福	2
36916	托儿	2
36914	托人	2
36939	相忘	2
36913	直截了当	2
36892	龙吟	2
36893	相互之间	2
36894	龙凤胎	2
36895	相互促进	2
36896	盲井	2
36897	执政者	2
36898	龙以	2
36899	龙之谷	2
36900	执教	2
36901	相互影响	2
36902	龙为	2
36903	盲目乐观	2
36904	龙拳	2
36905	盛产	2
36906	龙星凉	2
36907	龚蓓苾	2
36908	打黑	2
36909	打鼓	2
36910	直捣	2
36911	龚禹霖	2
36912	直批	2
36938	相形见绌	2
36940	鼻音	2
36988	盛誉	2
36965	齐鸣	2
36967	齐鲁晚报	2
36968	执筒	2
36969	目眩神迷	2
36970	目的性	2
36971	齐飙	2
36972	相互间	2
36973	相交	2
36974	执评	2
36975	扩声系统	2
36976	齐溪	2
36977	齐声	2
36978	扩建	2
36979	齐文君	2
36980	齐整	2
36981	目中无人	2
36982	相同之处	2
36983	齐妙	2
36984	相声小品	2
36985	扪心自问	2
36986	扫兴	2
36987	扫到	2
36966	相互支持	2
36964	齐竹泉	2
36941	相思病	2
36963	相差悬殊	2
36942	相悖	2
36943	鼻梁	2
36944	相惜	2
36945	扫除	2
36946	鼻屎	2
36947	扬善	2
36948	相护	2
36949	鼻头	2
36950	扬手	2
36951	鼻们	2
36952	相映成趣	2
36953	扭动	2
36954	相符合	2
36955	相衬	2
36956	相见恨晚	2
36957	相谈甚欢	2
36958	相距甚远	2
36959	相过面	2
36960	盛京	2
36961	齐刷刷	2
36962	相差无几	2
36689	疏于	2
36687	疏散	2
36285	改英	2
36423	白居易	2
36413	确如	2
36414	高级顾问	2
36415	癖好	2
36416	担得	2
36417	知难而退	2
36418	披头士	2
36419	披头散发	2
36420	披着	2
36421	白彪	2
36422	魏如	2
36424	抬升	2
36386	高台	2
36425	魅族	2
36426	抬眼	2
36427	抬脚	2
36428	魅力四射	2
36429	抱佛脚	2
36430	抱俩	2
36431	抱回	2
36432	魁拔	2
36433	抱头痛哭	2
36434	矫饰	2
36412	硬骨头	2
36411	硬道理	2
36410	拍好	2
36409	拍夜	2
36388	拍师	2
36389	高尔夫球场	2
36390	高尔夫球	2
36391	硅胶	2
36392	高小立	2
36393	拉风	2
36394	病患者	2
36395	硕士生	2
36396	高家	2
36397	病发	2
36398	高安	2
36399	硬度	2
36400	拍些	2
36401	拍会	2
36402	高大威猛	2
36403	高处	2
36404	硬生生	2
36405	拍卖会	2
36406	拍卖行	2
36407	拍司音	2
36408	高基才	2
36435	鬼谷子	2
36436	抱恙	2
36437	抱憾	2
36462	知识性	2
36464	报考者	2
36465	知错就改	2
36466	报过	2
36467	报送	2
36468	魔幻现实主义	2
36469	魔导师	2
36470	魔女	2
36471	魔发	2
36472	短时期	2
36473	短期行为	2
36474	抵不过	2
36475	抵住	2
36476	高速公路	2
36477	白兔	2
36478	石家庄市	2
36479	抽搐	2
36480	抽时间	2
36481	白光	2
36482	高达近	2
36483	石峰	2
36484	抽泣	2
36463	知识面	2
36461	知识产权局	2
36438	鬼蜮	2
36460	魔根	2
36439	短且	2
36440	抱持着	2
36441	白宇	2
36442	白孝武	2
36443	魏鹏远	2
36444	披发	2
36445	担子	2
36446	魔化	2
36447	报废	2
36448	鱼线	2
36449	知性美	2
36450	鱼类	2
36451	白浅家	2
36452	知情权	2
36453	白求恩	2
36454	鱼与熊掌	2
36455	白梓轩	2
36456	魔高一丈	2
36457	魔镜	2
36458	白杨	2
36459	知止	2
36387	破音	2
36385	高卫峰	2
36686	骨科	2
36322	高帅富	2
36312	破次	2
36313	痛定思痛	2
36314	高彦直	2
36315	拉杆箱	2
36316	高开高	2
36317	拉来	2
36318	破浪	2
36319	拉汉姆	2
36320	痛哭流涕	2
36321	高干	2
36323	破财	2
36384	碎碎	2
36324	破釜沉舟	2
36325	破钟	2
36326	拉贝儿	2
36327	破土而出	2
36328	拉姆齐	2
36329	痒痒	2
36330	高旭	2
36331	瘸腿	2
36332	担风险	2
36333	瘫软	2
36311	高志森	2
36310	高房价	2
36309	破旧	2
36308	破影	2
36286	粗粝	2
36287	数占	2
36288	撒欢	2
36289	救救	2
36290	王挺	2
36291	难产	2
36292	难以为继	2
36293	数在	2
36294	陈烨	2
36295	献祭	2
36296	闲工夫	2
36297	隆重召开	2
36298	隔靴搔痒	2
36300	等你拿	2
36301	破口大骂	2
36302	痛苦不堪	2
36303	高新	2
36304	痛脚	2
36305	痛痛快快	2
36306	高教司	2
36307	破屏	2
36334	高等法院	2
36335	高秀敏	2
36336	拆卸	2
36361	高博	2
36363	高利贷	2
36364	疲弱	2
36365	高凳	2
36366	高凌风	2
36367	高光	2
36368	高僧	2
36369	拍拖	2
36370	疯马	2
36371	疯长	2
36372	高伟光饰	2
36373	拍摄角度	2
36374	拍时	2
36375	确权	2
36376	高人一等	2
36377	拍案惊奇	2
36378	疯玩	2
36379	拍烂	2
36380	碎步	2
36381	拍白	2
36382	高丽	2
36383	拍醒	2
36362	高到	2
36360	疲惫不堪	2
36337	拆台	2
36359	高双商	2
36338	瘫坐	2
36339	高矮	2
36340	拆弹服	2
36341	瘦脸	2
36342	高登	2
36343	高燃	2
36344	瘟疫	2
36345	拉下水	2
36346	砖窑	2
36347	高海默	2
36348	高洋	2
36349	拉伤	2
36350	拉伸	2
36351	高歌一曲	2
36352	拉克斯	2
36353	高检院	2
36354	痴汉	2
36355	高桥	2
36356	破镜重圆	2
36357	拉迪	2
36358	男主播	2
36485	石川	2
36486	高薪	2
36487	高艺涵	2
36624	拿枪	2
36614	香包	2
36615	香兰	2
36616	馨宝	2
36617	马云则	2
36618	男女关系	2
36619	神神	2
36620	马德	2
36621	马建军	2
36622	男权	2
36623	马屁	2
36625	拿破仑	2
36488	抽筋	2
36626	拿索	2
36627	神王	2
36628	马尾辫	2
36629	拿药	2
36630	马尔斯	2
36631	马少骅	2
36632	男女声	2
36633	马宏杰	2
36634	拿错	2
36635	马宏	2
36613	票款	2
36612	男人装	2
36611	香港凤凰卫视	2
36610	男们	2
36589	马戏	2
36590	神灵	2
36591	香醇	2
36592	香道	2
36593	香蜜	2
36594	男同志	2
36595	神驰	2
36596	香艳	2
36597	神魂颠倒	2
36598	神龛	2
36599	祥林嫂	2
36600	男医生	2
36601	祥瑞	2
36602	男兵	2
36603	香港站	2
36604	男儿身	2
36605	香港地区	2
36606	男儿泪	2
36607	持高	2
36608	挂出	2
36609	挂到	2
36636	男弱	2
36637	男张	2
36638	马咏睿	2
36663	留有余地	2
36665	骏马	2
36666	验明正身	2
36667	礼则	2
36668	礼制	2
36669	骇客帝国	2
36670	礼券	2
36671	礼包	2
36672	招架之力	2
36673	拘束	2
36674	拗口	2
36675	画艺	2
36676	骚浪	2
36677	拒之门外	2
36678	拒付	2
36679	骨骼	2
36680	碗饭	2
36681	碟片	2
36682	疑念	2
36683	碧波	2
36684	碧海	2
36685	疏远	2
36664	骑一宿	2
36662	留洋	2
36639	持久战	2
36661	留痕	2
36640	马可所	2
36641	男宅	2
36642	马化腾	2
36643	神行太保	2
36644	祖父	2
36645	马迭尔	2
36646	疑点重重	2
36647	略有不同	2
36648	骗得	2
36649	磨出	2
36650	磨皮	2
36651	略感	2
36652	拘泥于	2
36653	略弱	2
36654	拙劣	2
36655	招人	2
36656	招人烦	2
36657	招办	2
36658	骑术	2
36659	示范表演	2
36660	礼为	2
36588	神游	2
36587	马戏团	2
36586	男记	2
36512	鬼哭狼嚎	2
36514	鬓角	2
36515	抵触情绪	2
36516	抹平	2
36517	石墨	2
36518	高飞	2
36519	矮冬瓜	2
36520	高颜	2
36521	高音质	2
36522	矮大紧	2
36523	白发苍苍	2
36524	押解	2
36525	高银	2
36526	白到	2
36527	高鑫饰	2
36528	白净	2
36529	疗情	2
36530	拐弯抹角	2
36531	疑犯	2
36532	神往	2
36533	马爷	2
36534	马滟宁	2
36513	鬼友	2
36511	短途	2
36536	男范	2
36510	短视	2
36489	石板	2
36490	登高	2
36491	石梓	2
36492	登科	2
36493	抿着嘴	2
36494	拂尘	2
36495	石泓则	2
36496	拂袖而去	2
36497	拂面	2
36498	拄着	2
36499	石缝	2
36500	码字	2
36501	石子	2
36502	石头砸	2
36503	高逼格	2
36504	矮一毛	2
36505	白嫩	2
36506	鬼斧神工	2
36507	抵十黑	2
36508	短片奖	2
36509	白夭夭	2
36535	马泥	2
36537	神性	2
36585	马聿泽	2
36562	择偶观	2
36564	马蹄形	2
36565	画技	2
36566	马蹄	2
36567	祝福声	2
36568	祝福语	2
36569	祝贺信	2
36570	拳不离手	2
36571	拳击台	2
36572	神人	2
36573	画好	2
36574	画壁	2
36575	马诺	2
36576	画册	2
36577	马诚	2
36578	拼不过	2
36579	马蓉	2
36580	神化	2
36581	马航	2
36582	神十	2
36583	拼出来	2
36584	男马	2
36563	画板	2
36561	马祥	2
36538	神明	2
36560	择优	2
36539	拼爹	2
36540	马桶盖	2
36541	男舞者	2
36542	拼票	2
36543	男篮	2
36544	拼钱	2
36545	男票	2
36546	马杀鸡	2
36547	马术	2
36548	男男女女	2
36549	拾起	2
36550	神枪	2
36551	神殿	2
36552	拿不准	2
36553	马春萌	2
36554	马日	2
36555	马斯洛	2
36556	拿不定	2
36557	神洲	2
36558	男萌妹	2
36559	神宫	2
38702	轻巧	2
36299	横遭	2
38704	洛桑	2
40857	爽肤	2
40847	织金	2
40848	长孙	2
40849	终年	2
40850	长媳	2
40851	终极目标	2
40852	长处	2
40853	长卷	2
40854	片会	2
40855	长剧	2
40856	终级	2
40858	爽约	2
40820	经查	2
40859	爽片	2
40860	文森特	2
40861	文武	2
40862	爽文	2
40863	铁塔	2
40864	绝活儿	2
40865	爬满	2
40866	金庙	2
40867	新路子	2
40868	金币	2
40846	织物	2
40845	长安街	2
40844	文弱书生	2
40843	文弱	2
40822	父权	2
40823	镇厅	2
40824	文艺表演	2
40825	父子之情	2
40826	镇上	2
40827	父女关系	2
40828	经济学家	2
40829	经济社会	2
40830	文超	2
40831	经理人	2
40832	爹娘	2
40833	爹爹	2
40834	片方及	2
40835	终评	2
40836	文学艺术	2
40837	细读	2
40838	细辨	2
40839	细述	2
40840	文并	2
40841	片外	2
40842	文康	2
40869	照射	2
40870	金少	2
40871	煤炭	2
40896	金发碧眼	2
40898	熊奖	2
40899	金猴	2
40900	新生事物	2
40901	综为	2
40902	金牛	2
40903	综则	2
40904	熄灭	2
40905	新疆维吾尔自治区	2
40906	熄火	2
40907	煽风点火	2
40908	煽哭	2
40909	煮面	2
40910	煮菜	2
40911	金泽	2
40912	金毛犬	2
40913	综后	2
40914	综在	2
40915	照行	2
40916	综大	2
40917	金枝欲	2
40918	金服	2
40897	金手指	2
40895	照应	2
40872	绿化	2
40894	金带	2
40873	金学	2
40874	绿发	2
40875	绿意	2
40876	煎炒	2
40877	绿水青山	2
40878	焦虑症	2
40879	金姐	2
40880	新闻学	2
40881	金奇谷	2
40882	新闻标题	2
40883	焦土	2
40884	焦可然	2
40885	新闻稿	2
40886	新闻纵横	2
40887	焦刚	2
40888	金圣叹	2
40889	焦仲慧	2
40890	绿茵场	2
40891	新闻资料	2
40892	金嗓子	2
40893	焚烧	2
40821	经此	2
40819	父母双亡	2
40719	爱屋及乌	2
40756	文在	2
40746	长桌	2
40747	文化馆	2
40748	长有	2
40749	文华奖	2
40750	片面强调	2
40751	文博会	2
40752	长效机制	2
40753	文史	2
40754	长效	2
40755	文图	2
40757	文坛	2
40818	父母辈	2
40758	细务	2
40759	长情	2
40760	片类	2
40761	文字描述	2
40762	细究	2
40763	长微	2
40764	长征路	2
40765	文学创作	2
40766	文学名著	2
40767	文学奖	2
40745	组长	2
40744	组过	2
40743	版定	2
40742	组萝拉	2
40721	断裂	2
40722	给与	2
40723	爱尔堡	2
40724	爱家乡	2
40725	斯兰用	2
40726	爱宝	2
40727	给予帮助	2
40728	银器	2
40729	给阳凤	2
40730	给面子	2
40731	银临	2
40732	斯坦利	2
40733	斯坦尼	2
40734	斯密斯	2
40735	铩羽而归	2
40736	斯少校	2
40737	斯康蒂	2
40738	铠同	2
40739	文都	2
40740	父君	2
40741	方泉	2
40768	细语	2
40769	片有	2
40770	组装	2
40795	文化氛围	2
40797	文化素质	2
40798	组组长	2
40799	版正	2
40800	长残	2
40801	文学类	2
40802	片方花	2
40803	锦被	2
40804	长三角	2
40805	绊倒	2
40806	文稿	2
40807	经久	2
40808	爸常教	2
40809	镜花缘	2
40810	镜片	2
40811	镜头感	2
40812	文能	2
40813	镌刻	2
40814	文艺兵	2
40815	镇江	2
40816	经手	2
40817	父汗	2
40796	长江后浪推前浪	2
40794	文化村	2
40771	组织性	2
40793	版里	2
40772	片时	2
40773	文化节	2
40774	长途旅行	2
40775	练字	2
40776	长远目标	2
40777	长路	2
40778	长调	2
40779	长袖	2
40780	牛人	2
40781	练琴	2
40782	长虹	2
40783	文化名人	2
40784	长脚	2
40785	长老	2
40786	牙痒痒	2
40787	牙儿	2
40788	组合而成	2
40789	长祁同伟	2
40790	牌坊	2
40791	组在	2
40792	长白	2
40919	照理说	2
40920	综新	2
40921	综界	2
41058	金融交易	2
41048	继任	2
41049	新家	2
41050	鉴赏力	2
41051	燃炸	2
41052	鉴客团	2
41053	金诚	2
41054	新春快乐	2
41055	熟练地	2
41056	金融界	2
41057	金融服务	2
41059	金融中心	2
40922	综的	2
41060	熟女	2
41061	金融业务	2
41062	绷带	2
41063	熙饰	2
41064	新机遇	2
41065	金莲	2
41066	熙熙	2
41067	新次	2
41068	金花	2
41069	金芮	2
41047	继上	2
41046	钢刃	2
41045	绣花	2
41044	绣球	2
41023	钻心	2
41024	爆虾	2
41025	绝路	2
41026	钱红骥	2
41027	新举措	2
41028	钱泳辰	2
41029	绝配	2
41030	绝食	2
41031	绞杀	2
41032	钱柏渝	2
41033	统一口径	2
41034	新人王	2
41035	新人辈出	2
41036	爆炸性	2
41037	钱嘉乐	2
41038	爆炸事件	2
41039	新传	2
41040	统战部长	2
41041	新体验	2
41042	新余	2
41043	统治者	2
41070	熙攘	2
41071	综上	2
41072	新民晚报	2
41097	金边	2
41099	熟谙	2
41100	维特	2
41101	维秘	2
41102	熟能生巧	2
41103	新料	2
41104	金针菇	2
41105	金针	2
41106	金酸莓	2
41107	新旧观念	2
41108	金近	2
41109	熟肉	2
41110	那可真	2
41111	时加	2
41112	时势使然	2
41113	淮滨	2
41114	脚架	2
41115	曲不离口	2
41116	连破	2
41117	曲世聪	2
41118	连生	2
41119	曲奇	2
41098	金镶玉	2
41096	新愿	2
41073	熊风	2
41095	金饼	2
41074	熊界	2
41075	综与	2
41076	新泽西	2
41077	金瓯	2
41078	熊波	2
41079	新潮流	2
41080	熟练工	2
41081	金说	2
41082	熟练掌握	2
41083	金雕	2
41084	鉴别	2
41085	维克托	2
41086	金龙	2
41087	维吾尔语	2
41088	燃到	2
41089	维多利亚港	2
41090	金鸡湖	2
41091	熨帖	2
41092	新形态	2
41093	新影	2
41094	新快报	2
41022	爬坡	2
41021	新兴产业	2
41020	熊本	2
40946	野兔	2
40948	方庄店	2
40949	方打	2
40950	缴械	2
40951	缺水	2
40952	热水瓶	2
40953	罐头	2
40954	方欢瑞	2
40955	方正	2
40956	热血传奇	2
40957	方中信	2
40958	绿衣	2
40959	方中	2
40960	焕新时	2
40961	金刀	2
40962	缅甸语	2
40963	焉栩嘉	2
40964	金凤凰	2
40965	烽云	2
40966	新面貌	2
40967	新鞋	2
40968	缓冲	2
40947	重阳	2
40945	方山	2
40970	缓步	2
40944	缠住	2
40923	金控	2
40924	新语	2
40925	金善	2
40926	新闻频道	2
40927	钻托	2
40928	方以	2
40929	量会	2
40930	编曲人	2
40931	量产	2
40932	野鸽子	2
40933	编纂	2
40934	方则	2
40935	热破	2
40936	方去	2
40937	方又会	2
40938	方向感	2
40939	缘尽	2
40940	热烈鼓掌	2
40941	热烈庆祝	2
40942	野孩子	2
40943	缝合	2
40969	烹煮	2
40971	金依蓓	2
41019	新创	2
40996	继在	2
40998	钟头	2
40999	继本	2
41000	新名词	2
41001	新周刊	2
41002	燕晋	2
41003	燕姿	2
41004	绮梦	2
41005	绰约	2
41006	针织	2
41007	针灸	2
41008	燎原之势	2
41009	新奥	2
41010	鎏金	2
41011	新婚之夜	2
41012	新婚夫妇	2
41013	鉴面	2
41014	新媳妇	2
41015	维京群岛	2
41016	新学	2
41017	鉴赏能力	2
41018	钟欣潼	2
40997	钟山	2
40995	钟山区	2
40972	新颖别致	2
40994	新区	2
40973	金伟莉	2
40974	热量	2
40975	新高潮	2
40976	金丝猴	2
40977	金丝	2
40978	编委	2
40979	量少	2
40980	热论	2
40981	编年史	2
40982	量堪	2
40983	热裤	2
40984	编得	2
40985	方世玉	2
40986	编播	2
40987	熊式	2
40988	金玉良缘	2
40989	熊掌	2
40990	钟海	2
40991	新创意	2
40992	爆屏	2
40993	爆品	2
40720	绘声	2
40718	断片	2
41121	淫荡	2
40454	那家威	2
40444	时以	2
40445	老江湖	2
40446	老沙	2
40447	那晚	2
40448	老泪纵横	2
40449	那拉	2
40450	老照片	2
40451	时像	2
40452	老熟	2
40453	那届	2
40455	时光荏苒	2
40417	老伯	2
40456	那家	2
40457	老爷们儿	2
40458	老爷爷	2
40459	那头	2
40460	漠不关心	2
40461	潇湘	2
40462	老本	2
40463	老少爷们儿	2
40464	潋紫	2
40465	潜台词	2
40443	老气横秋	2
40442	老母鸡	2
40441	漫版	2
40440	那朵	2
40419	老佛爷	2
40420	老农	2
40421	日首	2
40422	郊游	2
40423	郁郁寡欢	2
40424	旧习	2
40425	郁郁	2
40426	老台	2
40427	旧人	2
40428	郁症	2
40429	郁时	2
40430	潜在用户	2
40431	邵东县	2
40432	都市报	2
40433	潋滟	2
40434	时代性	2
40435	漳州	2
40436	时代气息	2
40437	漫过	2
40438	漫画作品	2
40439	那样的话	2
40466	邱淑贞	2
40467	老巢	2
40468	邱浩轩	2
40493	日益突出	2
40495	美若天仙	2
40496	美食家	2
40497	灯具	2
40498	郭晓冬	2
40499	羔羊	2
40500	羞耻心	2
40501	羞耻感	2
40502	无话可说	2
40503	无语	2
40504	群体性	2
40505	无谓	2
40506	郭帆	2
40507	灭大燕	2
40508	郭崇	2
40509	群岛	2
40510	无辜者	2
40511	无过	2
40512	群战	2
40513	无钱	2
40514	灭口	2
40515	群是	2
40494	郑咏	2
40492	日盛	2
40469	老工人	2
40491	老旦	2
40470	老师上课	2
40471	老师傅	2
40472	潘芸	2
40473	老年痴呆	2
40474	邮筒	2
40475	早熟	2
40476	早睡早起	2
40477	早茶	2
40478	邮差	2
40479	早该	2
40480	潘安	2
40481	早间	2
40482	邪气	2
40483	邪不压正	2
40484	潘子	2
40485	那辈	2
40486	老房子	2
40487	旭日	2
40488	潘友发	2
40489	老掉牙	2
40490	老无所	2
40418	日音	2
40416	日趋激烈	2
40717	爱岗敬业	2
40353	重压	2
40343	重复使用	2
40344	重型	2
40345	重器	2
40346	旋律优美	2
40347	烟馆	2
40348	烟雾弹	2
40349	罗丹	2
40350	烟雨	2
40351	罗云熙	2
40352	罗仲	2
40354	烟熏	2
40415	老伙计	2
40355	烟灰缸	2
40356	族长	2
40357	罗仲谦竟	2
40358	重做	2
40359	重了	2
40360	里演	2
40361	罗伯兹	2
40362	里暴	2
40363	里斯特	2
40364	里拉	2
40342	烤鸭	2
40341	旅馆	2
40340	旗袍装	2
40339	网路	2
40318	无以	2
40319	无以伦比	2
40320	炼制	2
40321	无休	2
40322	无休止	2
40323	无余	2
40324	无依	2
40325	无依无靠	2
40326	点钱	2
40327	采购员	2
40328	罗曼史	2
40329	无关痛痒	2
40330	无关紧要	2
40331	无力回天	2
40332	点赞道	2
40333	无功而返	2
40334	采茶	2
40335	无动于衷	2
40336	采花	2
40337	罗尼	2
40338	罗启锐	2
40365	旗子	2
40366	罗兰	2
40367	罗列	2
40392	老妖	2
40394	老子	2
40395	老字号	2
40396	老宅	2
40397	潜心研究	2
40398	老实人	2
40399	潼版	2
40400	郁佳	2
40401	邵杰	2
40402	旧式	2
40403	日积月累	2
40404	日程安排	2
40405	日程表	2
40406	激斗	2
40407	老东家	2
40408	郑冀峰	2
40409	老人院	2
40410	郑元畅	2
40411	激发起	2
40412	郑伟文	2
40413	日语翻译	2
40414	郑乾	2
40393	老妹	2
40391	早已有之	2
40368	无知己	2
40390	邵程	2
40369	都悔青	2
40370	灵均	2
40371	澡后	2
40372	老大姐	2
40373	老天爷	2
40374	旧有	2
40375	旧案	2
40376	旧梦	2
40377	潮点	2
40378	潮汕	2
40379	旧调	2
40380	旧貌	2
40381	潮服	2
40382	邻接	2
40383	潮州菜	2
40384	潮头	2
40385	老头儿	2
40386	早出晚归	2
40387	早到	2
40388	邹亚菲	2
40389	早场	2
40516	火龙	2
40517	郭大雷	2
40518	群殴	2
40655	爱马仕	2
40645	结魄灯	2
40646	斗舞时	2
40647	结构化	2
40648	绕场	2
40649	爱理不理	2
40650	锦城	2
40651	父与子	2
40652	经视	2
40653	经贸	2
40654	经销商	2
40656	文龙	2
40519	火鸟	2
40657	锣鼓喧天	2
40658	经验教训	2
40659	绑成	2
40660	斗不过	2
40661	斗个	2
40662	绑架案	2
40663	斗争性	2
40664	锡南	2
40665	爱钱进	2
40666	错过机会	2
40644	爱惜羽毛	2
40643	结魄	2
40642	链全	2
40641	断代	2
40620	结构调整	2
40621	结案	2
40622	结款	2
40623	爱民	2
40624	爱梦	2
40625	锅包肉	2
40626	爱杀	2
40627	料峭春寒	2
40628	锄地	2
40629	料想不到	2
40630	锁骨	2
40631	爱护你	2
40632	结过	2
40633	销售量	2
40634	斧头帮	2
40635	斩妖	2
40636	销售市场	2
40637	爱成	2
40638	斩草除根	2
40639	链断裂	2
40640	斩首	2
40667	结个	2
40668	斗小三	2
40669	斗得	2
40694	铁腕	2
40696	爱侣	2
40697	爱之深	2
40698	斯通来	2
40699	斯里兰卡	2
40700	铁牛	2
40701	爱之梦	2
40702	爱与恨	2
40703	铁木真	2
40704	铁文太	2
40705	爱不爱	2
40706	铁定	2
40707	铁娘子	2
40708	绛红色	2
40709	斯洛伐克共和国	2
40710	断断续续	2
40711	铜牌	2
40712	绕开	2
40713	断案	2
40714	爱恨交加	2
40715	绕断	2
40716	爱德华兹	2
40695	绝品	2
40693	绝伦	2
40670	结义	2
40692	爱去	2
40671	结了婚	2
40672	结出	2
40673	斗气	2
40674	错事	2
40675	结合点	2
40676	斗狠	2
40677	铺面	2
40678	断指	2
40679	文辞	2
40680	铆钉	2
40681	斯洛文尼亚	2
40682	铃铛	2
40683	络绎不绝	2
40684	斯潘塞	2
40685	绝不放弃	2
40686	爱哭	2
40687	铁轨	2
40688	斯特丽	2
40689	斯特恩	2
40690	爱吐槽	2
40691	铁警	2
40619	结构紧凑	2
40618	锐意	2
40617	舞龙	2
40543	灰头土脸	2
40545	郭运德	2
40546	美羊羊	2
40547	灯罩	2
40548	郭达	2
40549	灯管	2
40550	无言	2
40551	无言以对	2
40552	郭碧婷饰	2
40553	美色	2
40554	羽翼	2
40555	羽衣	2
40556	无障碍	2
40557	翁子光	2
40558	火成	2
40559	翻旧账	2
40560	火化	2
40561	日复牌	2
40562	郑裕玲	2
40563	日大年	2
40564	翻篇	2
40565	火候	2
40544	灰太狼嘻哈	2
40542	无良	2
40567	郑素敏	2
40541	灰尘	2
40520	郭俊辰	2
40521	郭三	2
40522	羸弱	2
40523	郭月饰	2
40524	灯火辉煌	2
40525	日益严重	2
40526	灯火阑珊	2
40527	美版	2
40528	美玲	2
40529	无端	2
40530	都城	2
40531	都化	2
40532	都乐	2
40533	郭靖黄	2
40534	灵丹妙药	2
40535	郭靖心	2
40536	无耻之徒	2
40537	郭靖回	2
40538	灰灰	2
40539	美籍华人	2
40540	无能	2
40566	郑维东	2
40568	火上浇油	2
40616	热气	2
40593	翁艺鸣	2
40595	部族	2
40596	既用	2
40597	火箭炮	2
40598	翘班	2
40599	部将	2
40600	翟俊杰	2
40601	翟家瑶	2
40602	郝景芳	2
40603	日乐视	2
40604	部均	2
40605	翠红	2
40606	日内瓦	2
40607	部为	2
40608	部下	2
40609	郡王	2
40610	郡主	2
40611	火炉	2
40612	翩然	2
40613	火气	2
40614	郝羿	2
40615	网剧网	2
40594	翌翔	2
40592	既具	2
40569	郑秋枫	2
40591	火药库	2
40570	日方	2
40571	濒危	2
40572	日早	2
40573	翻车	2
40574	郑来	2
40575	激进派	2
40576	激进	2
40577	翻过	2
40578	郑小红	2
40579	日点映	2
40580	耀动	2
40581	郑媛	2
40582	激素	2
40583	郑多燕	2
40584	郑嘉楠	2
40585	郜玄铭	2
40586	翩若惊鸿	2
40587	郝云	2
40588	火焚	2
40589	翁母	2
40590	火警	2
41120	连环画	2
41122	曲少石	2
40316	烂俗	2
41664	道人	2
41654	满头大汗	2
41655	而谦谦	2
41656	满头	2
41657	明时	2
41658	道德感	2
41659	道德品质	2
41660	道家	2
41661	满天下	2
41662	满大街	2
41663	道听途说	2
41665	满堂红	2
41627	滚出	2
41666	明春	2
41667	耽搁	2
41668	耿乐	2
41669	联欢会	2
41670	职播	2
41671	职男职	2
